com_anio;com_enero;com_febrero;com_marzo;com_abril;com_mayo;com_junio;com_julio;com_agosto;com_septiembre;com_octubre;com_noviembre;com_diciembre;com_pro_cod
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ABZN018005
2017;0;0;0;4;0;0;0;0;0;0;0;0;0ABZN019001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ABZN022005
2017;0;0;0;2;0;0;0;0;0;0;0;0;0ABZN022006
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ABZN022012
2017;0;0;0;6;0;0;0;0;0;0;0;0;0APRB038001
2017;0;0;0;10;0;0;0;0;0;0;0;0;0DBRB003001
2017;0;0;0;3;0;0;0;0;0;0;0;0;0DBRB003002
2017;0;0;0;2;0;0;0;0;0;0;0;0;0DBRB003003
2017;0;0;0;3;0;0;0;0;0;0;0;0;0DBRB003004
2017;0;0;0;5;0;0;0;0;0;0;0;0;0DBRB003005
2017;0;0;0;22;0;0;0;0;0;0;0;0;0DBRB013001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0DBRB013002
2017;0;0;0;1;0;0;0;0;0;0;0;0;0DBRB013003
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013005
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013006
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013007
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013008
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013010
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ECRB013011
2017;0;0;0;4;0;0;0;0;0;0;0;0;0ECRB013012
2017;0;0;0;1;0;0;0;0;0;0;0;0;0ERRB001001
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GECN002001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GECN003001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GECN004001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GEGN002001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GEGN003002
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GEGN003003
2017;0;0;0;6;0;0;0;0;0;0;0;0;0GEGN003004
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GEGN004001
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GEGN004002
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GEGN005001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GEGN005003
2017;0;0;0;7;0;0;0;0;0;0;0;0;0GEGN005004
2017;0;0;0;5;0;0;0;0;0;0;0;0;0GEGN006001
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GEGN006002
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GEGN006003
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GEGN007001
2017;0;0;0;5;0;0;0;0;0;0;0;0;0GEGN007002
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GEGN009001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GEGN009002
2017;0;0;0;9;0;0;0;0;0;0;0;0;0GEGN009003
2017;0;0;0;9;0;0;0;0;0;0;0;0;0GEGN009004
2017;0;0;0;6;0;0;0;0;0;0;0;0;0GEGN010003
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GHAB004004
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GHAB004005
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHAB004007
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCH002001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCO001003
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCO001005
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHCO002002
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHCO007004
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHCO007005
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCO007014
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCO007027
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHCO013007
2017;0;0;0;5;0;0;0;0;0;0;0;0;0GHMB001001
2017;0;0;0;7;0;0;0;0;0;0;0;0;0GHMB001004
2017;0;0;0;10;0;0;0;0;0;0;0;0;0GHMB001005
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GHMB001008
2017;0;0;0;6;0;0;0;0;0;0;0;0;0GHMB001014
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB001015
2017;0;0;0;16;0;0;0;0;0;0;0;0;0GHMB001016
2017;0;0;0;25;0;0;0;0;0;0;0;0;0GHMB001017
2017;0;0;0;11;0;0;0;0;0;0;0;0;0GHMB001018
2017;0;0;0;19;0;0;0;0;0;0;0;0;0GHMB001019
2017;0;0;0;8;0;0;0;0;0;0;0;0;0GHMB001020
2017;0;0;0;12;0;0;0;0;0;0;0;0;0GHMB001021
2017;0;0;0;12;0;0;0;0;0;0;0;0;0GHMB001022
2017;0;0;0;12;0;0;0;0;0;0;0;0;0GHMB001024
2017;0;0;0;12;0;0;0;0;0;0;0;0;0GHMB001025
2017;0;0;0;8;0;0;0;0;0;0;0;0;0GHMB001026
2017;0;0;0;13;0;0;0;0;0;0;0;0;0GHMB001027
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GHMB001028
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB001029
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB001031
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB001034
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB001036
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GHMB001038
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB001040
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB001041
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GHMB001042
2017;0;0;0;4;0;0;0;0;0;0;0;0;0GHMB001043
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB004010
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004011
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB004012
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004014
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB004015
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004016
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004018
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004019
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB004020
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB004023
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB005001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB005002
2017;0;0;0;2;0;0;0;0;0;0;0;0;0GHMB005003
2017;0;0;0;3;0;0;0;0;0;0;0;0;0GHMB006001
2017;0;0;0;6;0;0;0;0;0;0;0;0;0GHMB016001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHMB016003
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHPI004002
2017;0;0;0;1;0;0;0;0;0;0;0;0;0GHVN013001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HACD001002
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HACE001001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HACS001001
2017;0;0;0;3;0;0;0;0;0;0;0;0;0HAEE001001
2017;0;0;0;3;0;0;0;0;0;0;0;0;0HAEN001001
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HAER001001
2017;0;0;0;5;0;0;0;0;0;0;0;0;0HAJC001005
2017;0;0;0;3;0;0;0;0;0;0;0;0;0HAJD001007
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HAJD001008
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HAJI001002
2017;0;0;0;4;0;0;0;0;0;0;0;0;0HAJN001001
2017;0;0;0;5;0;0;0;0;0;0;0;0;0HAJO001005
2017;0;0;0;7;0;0;0;0;0;0;0;0;0HAJS001005
2017;0;0;0;1;0;0;0;0;0;0;0;0;0HAMD001001
2017;0;0;0;4;0;0;0;0;0;0;0;0;0IYRP038002
2017;0;0;0;2;0;0;0;0;0;0;0;0;0MACO001004
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA004043
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA004045
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA007004
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA049032
2017;0;0;0;2;0;0;0;0;0;0;0;0;0PASA061005
2017;0;0;0;2;0;0;0;0;0;0;0;0;0PASA061010
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061014
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061024
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061028
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061035
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061036
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061037
2017;0;0;0;1;0;0;0;0;0;0;0;0;0PASA061055
2018;300;0;0;0;0;0;0;0;0;0;0;0;1ABRA019001
2009;0;0;0;0;0;0;0;0;180;0;0;0;1ABRA033001
2018;200;0;0;0;0;0;0;0;0;0;0;0;1ABRA034001
2007;0;0;0;0;0;0;0;380;0;0;0;0;1ABRA034001
2010;0;96;0;0;0;0;0;0;0;76;80;0;1ABRA034001
2011;0;0;0;200;200;0;0;0;0;0;0;0;1ABRA034001
2011;0;0;0;320;400;0;0;0;0;0;0;0;1ABRA034002
2013;0;0;0;0;0;0;0;8;0;0;0;0;1ABRA034002
2010;0;364;0;0;0;0;0;0;0;411;280;0;1ABRA034002
2008;0;0;160;0;0;0;0;160;0;0;0;0;1ABRA034002
2017;0;0;0;0;400;0;0;0;0;0;0;0;1ABRA034002
2007;0;0;0;0;0;0;0;180;0;0;0;0;1ABRA034002
2018;400;0;0;0;0;0;0;0;0;0;0;0;1ABRA034002
2009;0;0;0;0;0;0;0;0;280;0;280;0;1ABRA034002
2011;0;0;0;280;380;0;0;0;0;0;0;0;1ABRA034003
2017;0;0;0;0;700;0;0;0;0;0;0;0;1ABRA034003
2009;0;0;0;0;0;0;0;0;280;0;280;0;1ABRA034003
2018;400;0;0;0;0;0;0;0;0;0;0;0;1ABRA034003
2008;0;0;120;0;0;0;0;120;0;0;0;0;1ABRA034003
2010;0;644;0;0;0;0;0;0;0;561;99;0;1ABRA034003
2010;0;0;0;0;0;0;280;0;0;196;150;0;1ABRA034004
2017;0;0;0;0;200;0;0;0;0;0;0;0;1ABRA034004
